Financial Institution Name,total_assets,defaulter,Failure_Assistance ,log_TA,NI_to_TA,Equity_to_TA,NPL_to_TL,REO_to_TA,ALLL_to_TL,core_deposits_to_TA,brokered_deposits_to_TA,liquid_assets_to_TA,loss_provision_to_TL,ROA,NIM,assets_growth,term_spread,stock_mkt_growth,real_gdp_growth,unemployment_rate_change,treasury_yield_3m,bbb_spread,bbb_spread_change,log_TA_plus_1Q,NI_to_TA_plus_1Q,Equity_to_TA_plus_1Q,NPL_to_TL_plus_1Q,REO_to_TA_plus_1Q,ALLL_to_TL_plus_1Q,core_deposits_to_TA_plus_1Q,brokered_deposits_to_TA_plus_1Q,liquid_assets_to_TA_plus_1Q,loss_provision_to_TL_plus_1Q,ROA_plus_1Q,NIM_plus_1Q,assets_growth_plus_1Q,max_total_assets
BENCHMARK BANK,216318,1,FAILURE,0.260956819,-4.995461377,-1.230269651,2.795087718,-0.374868225,2.822753891,-0.266307628,-0.182974509,-0.308500153,0.085740875,-4.995461377,-0.8693229,-0.457502361,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.269194696,-0.837154053,-1.350033795,3.541745877,-0.260472771,2.290574274,-0.155452473,-0.182974509,-0.268819975,0.005817824,-0.837154053,-1.087626637,-0.078772528,235918
1ST SOURCE BANK,4627064,0,,2.519698067,0.186162274,0.280210077,-0.531407736,-0.246555265,0.627442021,0.258544746,-0.070098991,-0.800111761,-0.003506685,0.186162274,-0.147545635,-2.62842E-05,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,2.521726051,0.221529747,0.30552447,-0.449697274,-0.255976345,0.617624849,0.21907497,-0.038857372,-0.764996257,-0.004593178,0.221529747,0.033190501,-0.184286327,5176308
PREMIER AMERICAN BANK,381073,1,FAILURE,0.678528736,-1.407488041,-1.010313117,6.085145817,0.014267316,1.958227082,-1.586222282,-0.182974509,-1.012153548,0.00954162,-1.407488041,-1.695198232,-0.033782234,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.733557799,-1.589500456,-1.229578001,7.508996542,0.144291698,2.556292241,-1.440632537,-0.182974509,-0.549993381,0.012359534,-1.589500456,-2.070078425,0.688331237,421047
"FIRST AMERICAN BANK, SSB",3267212,0,,2.263077873,0.136327735,-0.286892406,-0.149785924,-0.236437784,-0.129515075,-0.233503105,-0.182974509,-1.121369859,-0.0012881,0.136327735,0.172944958,-0.016701995,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,2.275303616,0.225259504,-0.277860917,-0.374258699,-0.151524807,-0.10847925,-0.224434999,-0.182974509,-1.107414631,-0.002663192,0.225259504,0.193031708,-0.011480746,4802153
ALLFIRST BANK,16247837,0,,3.445956502,-0.009850822,-0.587662546,-0.219470503,-0.344025701,0.079891133,-0.595857534,-0.182974509,-0.237463283,0.00245717,-0.009850822,-0.344902246,-0.636940185,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,3.494096893,-0.109679958,-0.626619504,-0.153546527,-0.350468849,0.111557305,-0.739823422,-0.182974509,0.106640227,0.002586824,-0.109679958,-0.375641105,0.578429476,17761902
"NATIONAL REPUBLIC BANK OF CHICAGO, THE",1035257,1,FAILURE,1.415541648,-7.45541315,-1.436345026,11.51524617,0.752958868,3.825548831,-3.929136477,11.86603409,-0.19246882,0.127922482,-7.45541315,-2.299021209,-1.201524155,0.341183251,0.42420515,1.487402872,-1.76823296,-0.956664383,-0.595592322,-0.35125996,1.378638003,-1.132464271,-1.486401819,13.40929063,0.57629144,4.30901424,-3.945201639,11.30425441,-0.309829942,0.011490772,-1.132464271,-1.151924364,-0.866419497,1332612
INTEGRA BANK NATIONAL ASSOCIATION,2621019,1,FAILURE,2.100564273,-1.134446755,-1.075802148,3.585393303,0.85617372,3.568484027,-1.147128397,-0.182974509,0.562280378,0.039089418,-1.134446755,-1.439117668,-1.86881581,0.341183251,1.149291449,0.214892659,-0.454311945,-0.836244824,0.216947223,0.673574374,2.040547984,-2.751407776,-1.336228705,3.664480389,1.51383616,3.963810694,-0.911924935,-0.182974509,0.577073289,0.055372876,-2.751407776,-1.601934274,-1.288750601,3546768
HOMETOWN COMMUNITY BANK,136203,1,FAILURE,-0.08018756,-0.720065822,-1.004910446,7.657488124,9.37952185,1.06703662,-3.241526405,0.391119407,0.245511359,-0.004325596,-0.720065822,-1.950897824,-0.506856455,-0.585791248,-0.51016622,-0.52182378,-0.125831691,-0.896454604,0.894063511,0.41736579,-0.076849086,-0.555867587,-1.040396395,6.753962878,9.367977266,0.830094028,-3.17816663,-0.182974509,0.127614578,-0.004325596,-0.555867587,-1.751795265,-0.161945435,148124
"JOHN DEERE FINANCIAL, F.S.B.",1814874,0,,1.829518467,1.305025243,3.122920618,0.012848209,-0.374868225,0.448426333,-5.080647033,-0.182974509,-1.979459747,-0.004629893,1.305025243,4.282407732,-5.259920104,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,1.919702405,1.003890534,2.268817084,0.818503323,-0.374868225,0.27362827,-5.101482467,-0.182974509,-1.98006358,-0.002292389,1.003890534,2.492388096,1.23347888,2675396
HIGH TRUST BANK,199315,1,FAILURE,0.200587313,-1.27562687,-1.122532957,4.637673427,8.452148691,1.116226596,-2.586909854,-0.182974509,-1.28465996,0.002722741,-1.27562687,-1.531980291,-0.584775428,0.341183251,1.149291449,0.214892659,-0.454311945,-0.836244824,0.216947223,0.673574374,0.191290311,-2.109130985,-1.37547249,8.516308535,10.72130671,1.255683368,-2.727235928,-0.182974509,-1.280753159,0.001562721,-2.109130985,-1.538646051,-0.379014629,225147
FIRST UNITED BANK AND TRUST COMPANY,2378157,0,,2.028857068,0.19758963,-0.302377512,-0.153422159,0.463255654,-0.189960645,-0.250951232,0.755954961,-0.001896354,-0.003860186,0.19758963,-0.282203189,0.222697013,0.341183251,0.42420515,1.487402872,-1.76823296,-0.956664383,-0.595592322,-0.35125996,2.046029649,0.170587185,-0.299454986,-0.10837269,0.418187591,-0.186748092,0.029998397,0.617951312,0.057995303,-0.003405463,0.170587185,-0.316872637,0.071488798,3153899
"BANK ONE, NATIONAL ASSOCIATION",45618000,0,,4.207252414,0.132807637,-0.893926127,0.228540373,-0.196081394,0.230034543,-2.434213174,-0.182974509,-0.945300379,0.002546338,0.132807637,1.121085787,0.299109729,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,4.310337439,0.525055883,-0.96568306,0.107342915,-0.199972398,0.164643355,-2.959053271,-0.182974509,-0.564439692,0.001601137,0.525055883,0.167693006,1.427107159,66124000
"NBT BANK, NATIONAL ASSOCIATION",5440789,0,,2.639165303,0.105430822,-0.13372037,-0.253336947,-0.364136544,0.255864331,0.436435352,0.199975081,-0.28931874,-0.001899389,0.105430822,0.038300316,0.101665422,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,2.619102888,0.135699493,-0.094588047,-0.299111498,-0.35676888,0.252463004,0.434603915,0.102673371,-0.452363741,-0.000679034,0.135699493,0.150186639,-0.566914464,8198830
HERITAGE BANK,1174315,0,,1.508485749,-0.180700994,0.452280991,0.865156552,-0.106608391,0.551189004,0.142961034,0.400626214,-0.71909498,0.006229324,-0.180700994,0.868869167,-0.538052932,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,1.50689399,-0.084795465,0.492862701,0.70952711,-0.223720161,0.709832301,0.172741782,0.376526796,-0.751754697,0.003996708,-0.084795465,1.548022356,-0.246201406,3649907
GUARANTY NATIONAL BANK OF TALLAHASSEE,86900,1,FAILURE,-0.411586795,-1.445388527,-0.341983853,1.509446842,0.353565463,0.360567388,1.079441895,-0.182974509,-0.51340581,-0.004325596,-1.445388527,-0.859494033,-1.960716227,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,-0.432536831,-1.440558482,-0.432928845,1.220006401,0.245080277,0.516856634,1.059970199,-0.182974509,-0.457508922,-0.004325596,-1.440558482,-0.86060769,-0.582529787,131559
1ST PACIFIC BANK OF CALIFORNIA,419407,1,FAILURE,0.74921347,-0.562946771,-0.852463848,-0.043808614,0.374254753,-0.027446193,-1.622259648,-0.182974509,-1.394197614,-0.003584758,-0.562946771,0.039278218,-1.147791653,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.674799908,-6.394018359,-1.421438074,0.705047881,0.253838135,0.571826531,-1.097897352,-0.182974509,-1.540107872,0.061739006,-6.394018359,0.391489767,-1.558597815,451795
SOUTHERN COMMUNITY BANK,378117,1,FAILURE,0.672786041,-0.687811858,-0.618494619,4.092319421,6.957138633,0.528102494,-1.525495935,-0.182974509,-0.818757888,0.005716145,-0.687811858,-1.767575052,0.007808802,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,0.742087915,-2.459817401,-0.862992938,4.01648356,6.595135447,0.843021782,-2.158517452,-0.182974509,-0.186649471,0.007022345,-2.459817401,-1.939180438,0.91279833,415374
MERRILL LYNCH BANK & TRUST COMPANY,14517429,0,,3.362912916,0.65435169,-0.97711727,-0.682143463,-0.374331961,-1.065660826,-1.237621974,-0.182974509,3.026929809,-0.005488794,0.65435169,-1.766699792,-0.693290465,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,3.379164605,0.571325386,-0.960572618,-0.382086245,-0.374337405,-0.944094522,-1.348634014,-0.182974509,3.360722549,-0.007424252,0.571325386,-1.859584818,0.056085515,17543554
STOCK YARDS BANK & TRUST COMPANY,2479934,0,,2.059760535,0.280887547,-0.095878716,-0.639695728,-0.21431714,-0.251591475,0.978580915,-0.182974509,-0.82026899,-0.004325596,0.280887547,-0.093260034,-0.369991057,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,2.100749102,0.27087822,-0.143555297,-0.642700762,-0.21203838,-0.337160632,0.866726169,-0.182974509,-0.678021279,-0.004325596,0.27087822,-0.213873994,0.463237983,2814028
CITY NATIONAL BANK OF FLORIDA,2676966,0,,2.116139769,0.415709307,0.078855842,-0.588491045,-0.374868225,-0.007252391,0.066871133,-0.182974509,0.266085052,-0.002031309,0.415709307,0.34588287,-0.372980262,-1.698160646,0.042047507,0.214892659,0.531128816,1.632356139,-0.460169064,0.929782957,2.137709057,0.494800123,0.106168568,-0.675571139,-0.13751951,-0.173772616,-0.09164968,-0.182974509,0.006742744,-0.004398243,0.494800123,0.360639562,0.14476569,6478235
REPUBLIC BANK & TRUST COMPANY,4063592,0,,2.423936973,0.033894034,0.08267884,-0.608443391,-0.308270124,-0.585751431,-0.841032817,0.156140654,-1.087497619,-0.003724239,0.033894034,-0.42113996,0.134701269,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,2.41824173,-0.053812596,0.106168968,-0.609070126,-0.309776426,-0.544412012,-0.648533732,0.165451018,-1.083991078,-0.002828668,-0.053812596,-0.372537445,-0.316759318,4222641
LAKESIDE COMMUNITY BANK,68390,1,FAILURE,-0.58822805,-1.495863353,-0.978847761,2.330648198,4.194793555,2.254095013,-0.071832288,-0.182974509,0.110119593,0.005025798,-1.495863353,-1.044134053,0.169608531,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,-0.617820015,-5.310780642,-1.494143881,2.54506261,2.247557009,2.894607987,-0.166864209,-0.182974509,0.229591808,0.032505261,-5.310780642,-0.845214415,-0.735547767,76268
SATILLA COMMUNITY BANK,184664,1,FAILURE,0.144284468,-0.678789461,-0.864134267,1.127867511,1.456521275,0.332352654,-1.609225642,-0.182974509,0.259934713,-0.005922618,-0.678789461,-1.829374296,1.716091396,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.030418433,-2.44291624,-0.928348135,2.158751066,2.505533827,0.998869741,-1.715856015,-0.182974509,-0.176232488,0.043267981,-2.44291624,-1.573582405,-2.325629556,184664
CORN BELT BANK AND TRUST COMPANY,338733,1,FAILURE,0.591673366,-0.192397553,-0.522637618,0.98123283,-0.347507249,0.30253834,-2.468998926,-0.182974509,-0.787038699,0.003020256,-0.192397553,-0.91541186,-0.154793792,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,0.554989228,0.102419914,-0.467023172,0.516758363,-0.284285354,0.343343393,-2.417689926,-0.182974509,-0.745389623,-0.00037026,0.102419914,-0.745162995,-0.862471624,344025
"CAPITAL BANK, NATIONAL ASSOCIATION",4509685,0,,2.500749244,-0.123895465,0.393552455,2.568405128,1.225824104,-0.945563733,-0.904448902,0.74917032,-0.58586984,0.0023755,-0.123895465,1.591452437,9.147865243,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,2.781905068,-0.122155747,0.491720262,2.422850817,1.765855889,-0.849358525,-0.409445339,0.44456191,-0.630735092,0.000613819,-0.122155747,-0.381849288,3.780806036,7451485
CITRUS BANK,804795,0,,1.229840158,-0.163683436,-0.549772724,-0.246934164,-0.256137672,-0.232594922,-1.346619292,-0.182974509,-1.207470368,0.002533711,-0.163683436,-0.113591275,0.552687722,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,1.291992515,-0.096542663,-0.625929085,-0.405416286,-0.309133811,-0.227176639,-1.489518235,-0.182974509,-1.169654372,0.001661284,-0.096542663,-0.024007924,0.800901621,5802030
UMPQUA BANK,11763148,0,,3.207770458,0.020565579,0.646978453,0.089544696,0.051837187,-0.104277011,-0.303051499,1.517472956,0.102527727,0.000219684,0.020565579,0.083671449,0.107983283,0.155788351,-2.083478376,-1.057617554,-0.454311945,-0.956664383,0.487793739,1.698408708,3.19471206,0.02180251,0.704011681,-0.078583916,0.026571803,-0.106894382,-0.232039361,1.525541183,0.011515718,-0.001860906,0.02180251,0.116323714,-0.444354618,23375286
PACIFIC TRUST BANK,1102442,0,,1.461910727,-0.288967754,0.093981325,-0.157548022,-0.096012981,-0.150882813,-1.28558771,-0.182974509,-0.841247294,-0.003588958,-0.288967754,-0.329409557,0.17254338,-0.585791248,-0.51016622,-0.52182378,-0.125831691,-0.896454604,0.894063511,0.41736579,1.612049119,1.096233668,0.086454627,0.19032558,-0.184002747,-0.340386566,-1.605111243,-0.182974509,-1.14124005,-0.002884533,1.096233668,-0.167638003,2.105290645,8231396
EARTHSTAR BANK,116879,1,FAILURE,-0.193021966,-4.945227711,-1.460392578,2.814996179,0.682150686,0.83051483,0.204504509,-0.182974509,-0.837133705,0.072156474,-4.945227711,-0.409254548,-0.984656949,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,-0.156494983,-0.803430536,-1.498614445,3.815188397,0.400904191,0.908744396,0.051006451,-0.182974509,-0.41372666,-0.004325596,-0.803430536,-0.776315254,0.390809172,187067
BEAL BANK NEVADA,6225232,0,,2.738489285,4.270391931,4.017312693,6.170662941,0.608462933,-0.014724829,-4.87454065,-0.182974509,1.003737471,0.002752803,4.270391931,8.532533628,0.725084749,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,2.79856305,3.145580914,5.101099476,5.827289367,0.842172796,0.32051275,-4.892735517,9.949484126,1.261173368,0.013832921,3.145580914,5.147158759,0.768165629,6817551
GREAT SOUTHERN BANK,3907806,0,,2.395109346,0.177569939,-0.255908139,-0.303727879,0.649650121,-0.214798235,-0.126546117,0.277132239,-0.973079991,-0.003624453,0.177569939,0.75743341,-0.245419952,0.155788351,-0.140685416,0.482789546,-0.454311945,-0.956664383,-0.460169064,0.41736579,2.403316209,0.183858837,-0.259877185,-0.328939676,0.683555084,-0.236769432,-0.295939792,0.414949114,-1.08120588,-0.004288289,0.183858837,0.859601069,-0.07929729,4212030
JASPER BANKING COMPANY,211411,1,FAILURE,0.244035818,-1.469643665,-0.905343274,4.797176524,12.8005314,1.440287559,0.106061202,-0.182974509,-0.175844967,0.009833976,-1.469643665,-1.17253801,-0.650145037,0.155788351,-2.083478376,-1.057617554,-0.454311945,-0.956664383,0.487793739,1.698408708,0.295757699,-3.858049977,-1.408413943,6.489542639,11.182269,1.210888257,0.407024342,-0.182974509,0.32561066,0.00251795,-3.858049977,-1.323656837,0.635696626,266460
"WACHOVIA BANK OF DELAWARE, NATIONAL ASSOCIATION",5413553,0,,2.635464462,0.144187025,0.121495477,-0.416570438,-0.364972798,1.403301263,-1.431919416,-0.182974509,0.229913518,-0.059493542,0.144187025,-6.19435123,0.884414533,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,2.574728274,-0.782084903,0.249488358,-0.237238874,-0.370295128,2.267324938,-1.332879614,-0.182974509,-0.196813335,0.036700908,-0.782084903,-0.52430089,-1.30211886,5413553
PARKWAY BANK AND TRUST COMPANY,2477533,0,,2.059046216,-0.08330129,-0.4084751,0.008563312,-0.098681681,-0.361970309,-1.470320444,-0.182974509,-1.061497212,1.01736E-05,-0.08330129,-0.888641392,-0.07182138,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,2.098307144,-0.09509434,-0.447672093,0.296474888,-0.082497766,-0.445744445,-1.500480309,-0.182974509,-0.971081192,-0.000708238,-0.09509434,-1.105205999,0.435243666,2694880
CRESCENT BANK AND TRUST COMPANY,1028761,1,FAILURE,1.410899771,-1.517433241,-1.31237628,1.534722259,2.935563793,1.265681414,-0.820519683,-0.182974509,-0.712283068,0.016868044,-1.517433241,-1.991905134,-0.304913726,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,1.38394567,-2.050509379,-1.495795713,3.749803336,3.62609525,1.614025701,-0.701872277,-0.182974509,-0.786332836,0.029412339,-2.050509379,-1.665604233,-0.688650234,1061637
"BESSEMER TRUST COMPANY, N.A.",1724955,0,,1.792045138,0.445470383,-0.014094577,-0.82866449,-0.374868225,-1.12946677,1.422457288,-0.182974509,2.399344906,-0.004325596,0.445470383,-2.533060436,-5.356814492,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,1.799752161,0.694290188,-0.030470525,-0.82866449,-0.374868225,-1.12946677,1.327986709,-0.182974509,2.36292278,-0.004325596,0.694290188,-2.499102819,-0.087757711,2782657
COMMUNITY CENTRAL BANK,542822,1,FAILURE,0.939429784,-1.424306198,-1.231729962,2.433031838,1.048579281,1.77763208,-2.099495727,-0.182974509,-0.756017753,0.017697856,-1.424306198,-1.03306201,-0.576413316,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,0.902464324,-1.674186172,-1.367236316,2.754765846,1.115287597,2.409500566,-1.864664073,-0.182974509,-0.908047693,0.021096155,-1.674186172,-0.710834981,-0.867531466,558201
"WELLS FARGO BANK IOWA, NATIONAL ASSOCIATION",7629435,0,,2.888487878,0.270734683,-0.398413899,0.084395158,-0.338910813,-0.195684192,0.415086642,-0.182974509,0.975671486,-0.001792052,0.270734683,0.011694961,-1.723635749,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,2.838598816,0.367332567,-0.221425733,0.477832337,-0.330194023,-0.019750539,0.844276934,-0.182974509,1.218699689,-0.002283071,0.367332567,0.023083699,-1.102068236,9063594
TRUSTCO BANK,4462663,0,,2.493019615,0.069715534,-0.604134726,-0.338289638,-0.170780935,0.079913093,0.882670786,-0.182974509,0.146990682,-0.003151362,0.069715534,-0.472117985,-0.161584045,0.341183251,0.569671897,1.42042865,-1.111272452,-0.956664383,0.216947223,0.41736579,2.502769438,0.081633203,-0.595244012,-0.344910263,-0.195965213,0.049016803,0.835981822,-0.182974509,0.089031491,-0.003181168,0.081633203,-0.475205906,-0.053216901,4743792
"BANK ONE TRUST COMPANY, NATIONAL ASSOCIATION",1988092,0,,1.896743471,1.145412371,0.116412441,-0.346268996,-0.374868225,-0.529281484,1.478985438,-0.182974509,3.264358815,-0.011433231,1.145412371,-2.400749214,0.142043695,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,2.110389672,-1.09044405,-0.65821863,-0.56251592,-0.374868225,-0.810582053,-0.714955332,-0.182974509,3.007328768,-0.004534685,-1.09044405,-2.688808255,2.954644085,4595754
"FIRST STATE BANK, THE",574739,1,FAILURE,0.981563387,-0.496928769,-1.502290281,7.848835227,12.22091173,0.469627744,0.164475448,1.608301315,-0.704277146,-0.004283603,-0.496928769,-1.667654442,0.022398705,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,0.967964991,-0.224688308,-1.439515771,7.391847819,12.57688203,0.129947102,0.194837098,1.382703391,-0.728909697,-0.003049068,-0.224688308,-1.502057916,-0.4537624,751864
CORTEZ COMMUNITY BANK,80606,1,FAILURE,-0.467031559,-4.170462302,-0.034881516,7.914705896,1.867238783,0.18116928,-1.977013139,-0.182974509,-0.781303574,0.062628588,-4.170462302,-1.503812008,-0.552824469,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,-0.495724166,-3.630403411,-0.35390186,9.50501566,4.087622239,0.1396879,-1.301458253,-0.182974509,-0.753064191,0.050353045,-3.630403411,-1.72032294,-0.719539594,86345
ROCKBRIDGE COMMERCIAL BANK,262970,1,FAILURE,0.404972763,-1.890419224,-0.201924067,1.066103962,0.921399218,0.73380079,-3.719377607,-0.182974509,-1.203148772,0.020951178,-1.890419224,-1.707077638,0.534941793,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.448563796,-0.080670548,-0.165027529,2.610660825,1.035358853,0.690797304,-3.217117185,-0.182974509,-1.13101681,-0.003293119,-0.080670548,-1.326202448,0.505284179,278983
BANGOR SAVINGS BANK,2650893,0,,2.108922026,-0.044436061,-0.043391223,-0.532034309,-0.350254942,0.028867022,0.107275982,1.011355197,-0.328231767,-0.003392567,-0.044436061,-0.474797267,0.093297668,-0.585791248,-0.51016622,-0.52182378,-0.125831691,-0.896454604,0.894063511,0.41736579,2.124161969,0.000632668,-0.048460988,-0.536057747,-0.366717452,-0.008450259,0.21725549,1.056504595,-0.276777911,-0.003400266,0.000632668,-0.518576714,0.039140376,3304123
